SKU,Product Name,Brand,Category,Sub-Category,Package Size,MRP (INR),Standard Selling Price (INR),Description,Real Image URL
GCPL-AR-403,Godrej aer twist Car Gel Petal Crush (Pack of 2),Godrej aer,Home Care,Air Fresheners,2 x 45 g,758.00,630.00,Double saving car dashboard rose gel set,https://www.bigbasket.com/media/uploads/p/l/40108517_5-godrej-aer-twist-pink-twin.jpg
GCPL-AR-404,Godrej aer twist Car Gel Irish Cocktail (Pack of 2),Godrej aer,Home Care,Air Fresheners,2 x 45 g,758.00,630.00,Double saving car dashboard Irish cocktail gel set,https://www.bigbasket.com/media/uploads/p/l/40108518_5-godrej-aer-twist-irish-twin.jpg
GCPL-AR-405,Godrej aer matic Refill Petal Crush Pink (Pack of 2),Godrej aer,Home Care,Air Fresheners,2 x 225 ml,550.00,455.00,Twin matic machine automatic rose canisters,https://www.bigbasket.com/media/uploads/p/l/40121178_1-godrej-aer-matic-refill-pink-twin.jpg
GCPL-AR-406,Godrej aer matic Machine Only,Godrej aer,Home Care,Air Fresheners,1 Unit,350.00,299.00,Battery-operated smart automatic room sprayer machine only,https://www.bigbasket.com/media/uploads/p/l/40121179_1-godrej-aer-matic-machine-only.jpg
GCPL-AR-407,Godrej aer smart pocket App-Enabled Device White,Godrej aer,Home Care,Air Fresheners,1 Kit,799.00,699.00,Bluetooth enabled automatic bathroom sprayer with App,https://www.bigbasket.com/media/uploads/p/l/40121180_1-godrej-aer-smart-device.jpg
GCPL-AR-408,Godrej aer smart pocket App-Enabled Refill Blue,Godrej aer,Home Care,Air Fresheners,15 g,250.00,215.00,Bluetooth smart pocket replacement gel canister,https://www.bigbasket.com/media/uploads/p/l/40121181_1-godrej-aer-smart-refill-blue.jpg
GCPL-AR-409,Godrej aer smart pocket App-Enabled Refill Pink,Godrej aer,Home Care,Air Fresheners,15 g,250.00,215.00,Bluetooth smart pocket replacement rose gel canister,https://www.bigbasket.com/media/uploads/p/l/40121182_1-godrej-aer-smart-refill-pink.jpg
GCPL-AR-410,Godrej aer hanging card Car Air Freshener Musk,Godrej aer,Home Care,Air Fresheners,1 Unit,99.00,89.00,Hanging fragrance paper leaf card for cars,https://www.bigbasket.com/media/uploads/p/l/40121183_1-godrej-aer-hanging-musk.jpg
GCPL-AR-411,Godrej aer hanging card Car Air Freshener Blue,Godrej aer,Home Care,Air Fresheners,1 Unit,99.00,89.00,Hanging fragrance paper leaf card with marine wave scent,https://www.bigbasket.com/media/uploads/p/l/40121184_1-godrej-aer-hanging-blue.jpg
GCPL-AR-412,Godrej aer hanging card Car Air Freshener Pink,Godrej aer,Home Care,Air Fresheners,1 Unit,99.00,89.00,Hanging fragrance paper leaf card with soft rose petal scent,https://www.bigbasket.com/media/uploads/p/l/40121185_1-godrej-aer-hanging-pink.jpg
GCPL-AR-413,Godrej aer hanging card Car Air Freshener Green,Godrej aer,Home Care,Air Fresheners,1 Unit,99.00,89.00,Hanging fragrance paper leaf card with fresh grass scent,https://www.bigbasket.com/media/uploads/p/l/40121186_1-godrej-aer-hanging-green.jpg
GCPL-AR-414,Godrej aer matic Premium Jasmine Bloom Refill,Godrej aer,Home Care,Air Fresheners,225 ml,295.00,260.00,Premium Jasmine scent automatic spray refill canister,https://www.bigbasket.com/media/uploads/p/l/40121187_1-godrej-aer-matic-refill-jasmine.jpg
GCPL-AR-415,Godrej aer matic Premium Sandalwood Refill,Godrej aer,Home Care,Air Fresheners,225 ml,295.00,260.00,Premium cooling sandalwood automatic spray refill canister,https://www.bigbasket.com/media/uploads/p/l/40121188_1-godrej-aer-matic-refill-sandal.jpg
GCPL-PR-416,Godrej Protekt Mr. Magic Powder-To-Liquid Handwash Starter Kit,Godrej Protekt,Personal Care,Handwashes,1 Pack,85.00,75.00,Unique formula contains 1 reusable bottle and 1 powder sachet,https://www.bigbasket.com/media/uploads/p/l/40178345_1-godrej-protekt-mr-magic-powder-to-liquid-handwash-starter-pack.jpg
GCPL-PR-417,Godrej Protekt Mr. Magic Powder-To-Liquid Refill Sachet,Godrej Protekt,Personal Care,Handwashes,9 g,15.00,15.00,Replacement powder sachet makes 200ml active liquid handwash,https://www.bigbasket.com/media/uploads/p/l/40178346_1-godrej-protekt-mr-magic-powder-to-liquid-handwash-refill.jpg
GCPL-PR-418,Godrej Protekt Mr. Magic Powder-To-Liquid Refill (Pack of 3),Godrej Protekt,Personal Care,Handwashes,3 x 9 g,45.00,41.00,Triple pouch replacement powder sachet set,https://www.bigbasket.com/media/uploads/p/l/40178347_1-godrej-protekt-mr-magic-handwash-refill-pack-of-3.jpg
GCPL-PR-419,Godrej Protekt Mr. Magic Powder-To-Liquid Refill (Pack of 5),Godrej Protekt,Personal Care,Handwashes,5 x 9 g,75.00,65.00,Five pouch value replacement powder sachet set,https://www.bigbasket.com/media/uploads/p/l/40178348_1-godrej-protekt-mr-magic-handwash-refill-pack-of-5.jpg
GCPL-PR-420,Godrej Protekt Mr. Magic Powder-To-Liquid Refill (Pack of 10),Godrej Protekt,Personal Care,Handwashes,10 x 9 g,150.00,125.00,Bulk sachet strip containing 10 powder refills,https://www.bigbasket.com/media/uploads/p/l/40178349_1-godrej-protekt-mr-magic-handwash-refill-pack-of-10.jpg
GCPL-PR-421,Godrej Protekt Masterchef Liquid Handwash Bottle,Godrej Protekt,Personal Care,Handwashes,300 ml,99.00,89.00,Anti-grease handwash with natural citrus essential oils for kitchens,https://www.bigbasket.com/media/uploads/p/l/40018314_1-godrej-protekt-masterchef-handwash.jpg
GCPL-PR-422,Godrej Protekt Masterchef Liquid Handwash Refill Pouch,Godrej Protekt,Personal Care,Handwashes,150 ml,45.00,40.00,Small capacity citrus kitchen handwash refill,https://www.bigbasket.com/media/uploads/p/l/40018315_1-godrej-protekt-masterchef-refill.jpg
GCPL-PR-423,Godrej Protekt Masterchef Liquid Handwash Refill Large,Godrej Protekt,Personal Care,Handwashes,750 ml,199.00,165.00,Value capacity citrus kitchen handwash refill,https://www.bigbasket.com/media/uploads/p/l/40018316_1-godrej-protekt-masterchef-refill-750ml.jpg
GCPL-PR-424,Godrej Protekt Masterchef Liquid Handwash Can,Godrej Protekt,Personal Care,Handwashes,1500 ml,349.00,299.00,Super family capacity citrus kitchen handwash can,https://www.bigbasket.com/media/uploads/p/l/40018317_1-godrej-protekt-masterchef-can-1500ml.jpg
GCPL-PR-425,Godrej Protekt Masterblaster Liquid Handwash Bottle,Godrej Protekt,Personal Care,Handwashes,300 ml,95.00,85.00,Antibacterial handwash with tea tree oil oil extract,https://www.bigbasket.com/media/uploads/p/l/40018318_1-godrej-protekt-masterblaster-handwash.jpg
GCPL-PR-426,Godrej Protekt Masterblaster Liquid Handwash Refill Pouch,Godrej Protekt,Personal Care,Handwashes,150 ml,42.00,38.00,Small capacity tea tree antibacterial handwash refill,https://www.bigbasket.com/media/uploads/p/l/40018319_1-godrej-protekt-masterblaster-refill.jpg
GCPL-PR-427,Godrej Protekt Masterblaster Liquid Handwash Refill Large,Godrej Protekt,Personal Care,Handwashes,750 ml,185.00,155.00,Value capacity tea tree antibacterial handwash refill,https://www.bigbasket.com/media/uploads/p/l/40018320_1-godrej-protekt-masterblaster-refill-750ml.jpg
GCPL-PR-428,Godrej Protekt Masterblaster Liquid Handwash Can,Godrej Protekt,Personal Care,Handwashes,1500 ml,329.00,285.00,Super family capacity tea tree handwash storage can,https://www.bigbasket.com/media/uploads/p/l/40018321_1-godrej-protekt-masterblaster-can-1500ml.jpg
GCPL-PR-429,Godrej Protekt Alchemist Premium Liquid Handwash Bottle,Godrej Protekt,Personal Care,Handwashes,300 ml,120.00,105.00,Luxurious foam soap with cooling botanical mint leaves extracts,https://www.bigbasket.com/media/uploads/p/l/40118361_1-godrej-protekt-alchemist-handwash.jpg
GCPL-PR-430,Godrej Protekt Alchemist Liquid Handwash Refill Large,Godrej Protekt,Personal Care,Handwashes,750 ml,240.00,199.00,Luxurious foam soap refill in value size,https://www.bigbasket.com/media/uploads/p/l/40118362_1-godrej-protekt-alchemist-refill-750ml.jpg
GCPL-PR-431,Godrej Protekt Instant Hand Sanitizer Gel,Godrej Protekt,Personal Care,Sanitizers,50 ml,25.00,25.00,Travel pocket alcohol-based hand sanitizer gel bottle,https://www.bigbasket.com/media/uploads/p/l/40018322_1-godrej-protekt-sanitizer-50ml.jpg
GCPL-PR-432,Godrej Protekt Instant Hand Sanitizer Gel Medium,Godrej Protekt,Personal Care,Sanitizers,100 ml,50.00,45.00,Alcohol-based hand sanitizer gel in mid-size bottle,https://www.bigbasket.com/media/uploads/p/l/40018323_1-godrej-protekt-sanitizer-100ml.jpg
GCPL-PR-433,Godrej Protekt Instant Hand Sanitizer Gel Pump Bottle,Godrej Protekt,Personal Care,Sanitizers,500 ml,250.00,225.00,Large home-safe sanitizer gel dispenser with easy pump,https://www.bigbasket.com/media/uploads/p/l/40018324_1-godrej-protekt-sanitizer-500ml.jpg
GCPL-PR-434,Godrej Protekt Instant Hand Sanitizer Gel Can,Godrej Protekt,Personal Care,Sanitizers,5 L,2500.00,1999.00,Bulk 5 litre sanitizer liquid refill can for office and clinics,https://www.bigbasket.com/media/uploads/p/l/40018325_1-godrej-protekt-sanitizer-5L.jpg
GCPL-PR-435,Godrej Protekt On-The-Go Disinfectant Spray,Godrej Protekt,Home Care,Disinfectant Sprays,150 ml,120.00,105.00,Anti-germ surface sanitizer aerosol spray for keys and doors,https://www.bigbasket.com/media/uploads/p/l/40181112_1-godrej-protekt-disinfectant-spray.jpg
GCPL-PR-436,Godrej Protekt Air & Surface Disinfectant Spray Large,Godrej Protekt,Home Care,Disinfectant Sprays,240 ml,199.00,170.00,Sanitizing aerosol mist for home surfaces and fabrics,https://www.bigbasket.com/media/uploads/p/l/40181113_1-godrej-protekt-disinfectant-spray-240ml.jpg
GCPL-PR-437,Godrej Protekt Antibacterial Skin Wipes (Pack of 10),Godrej Protekt,Personal Care,Sanitizing Wipes,10 Wipes,30.00,28.00,pH balanced active sanitizer wipes for skin and hands,https://www.bigbasket.com/media/uploads/p/l/40181114_1-godrej-protekt-skin-wipes.jpg
GCPL-PR-438,Godrej Protekt Antibacterial Skin Wipes (Pack of 30),Godrej Protekt,Personal Care,Sanitizing Wipes,30 Wipes,90.00,80.00,pH balanced sanitizer skin wipes in medium pouch,https://www.bigbasket.com/media/uploads/p/l/40181115_1-godrej-protekt-skin-wipes-pack-of-30.jpg
GCPL-PR-439,Godrej Protekt Antibacterial Skin Wipes (Pack of 80),Godrej Protekt,Personal Care,Sanitizing Wipes,80 Wipes,220.00,185.00,pH balanced sanitizer skin wipes in value family pack with lid,https://www.bigbasket.com/media/uploads/p/l/40181116_1-godrej-protekt-skin-wipes-pack-of-80.jpg
GCPL-PR-440,Godrej Protekt Masterblaster Handwash Pouch (Pack of 3),Godrej Protekt,Personal Care,Handwashes,3 x 150 ml,126.00,110.00,Triple pack tea tree oil handwash refills,https://www.bigbasket.com/media/uploads/p/l/40018326_1-godrej-protekt-masterblaster-refill-pack-of-3.jpg
GCPL-PR-441,Godrej Protekt Masterchef Handwash Pouch (Pack of 3),Godrej Protekt,Personal Care,Handwashes,3 x 150 ml,135.00,115.00,Triple pack citrus active grease-cut handwash refills,https://www.bigbasket.com/media/uploads/p/l/40018327_1-godrej-protekt-masterchef-refill-pack-of-3.jpg
GCPL-PR-442,Godrej Protekt Instant Sanitizer Spray,Godrej Protekt,Personal Care,Sanitizers,100 ml,99.00,89.00,Aerosol mist type sanitizer for continuous touch points,https://www.bigbasket.com/media/uploads/p/l/40018328_1-godrej-protekt-sanitizer-spray.jpg
GCPL-PR-443,Godrej Protekt Instant Sanitizer Spray (Pack of 2),Godrej Protekt,Personal Care,Sanitizers,2 x 100 ml,198.00,170.00,Twin saver spray mist sanitizers bundle,https://www.bigbasket.com/media/uploads/p/l/40018329_1-godrej-protekt-sanitizer-spray-pack-of-2.jpg
GCPL-PR-444,Godrej Protekt Disinfectant Spray Aerosol (Pack of 2),Godrej Protekt,Home Care,Disinfectant Sprays,2 x 150 ml,240.00,200.00,Double saving surface sanitizer aerosol pack,https://www.bigbasket.com/media/uploads/p/l/40181117_1-godrej-protekt-disinfectant-spray-pack-of-2.jpg
GCPL-PR-445,Godrej Protekt Alchemist Premium Handwash (Pack of 2),Godrej Protekt,Personal Care,Handwashes,2 x 300 ml,240.00,199.00,Twin foam bottle premium mint handwashes,https://www.bigbasket.com/media/uploads/p/l/40118363_1-godrej-protekt-alchemist-pack-of-2.jpg
GCPL-PR-446,Godrej Protekt Mr. Magic Powder-To-Liquid Handwash Starter (Pack of 2),Godrej Protekt,Personal Care,Handwashes,2 Packs,170.00,145.00,Double starter kit for multiple bathroom spaces,https://www.bigbasket.com/media/uploads/p/l/40178350_1-godrej-protekt-mr-magic-starter-pack-of-2.jpg
GCPL-PR-447,Godrej Protekt Sanitizing Wipes (Pack of 10) (Pack of 3),Godrej Protekt,Personal Care,Sanitizing Wipes,3 x 10 Wipes,90.00,80.00,Triple pouch pocket-size skin wipes bundle,https://www.bigbasket.com/media/uploads/p/l/40181118_1-godrej-protekt-skin-wipes-pack-of-10-trio.jpg
GCPL-PR-448,Godrej Protekt Masterblaster Handwash Bottle (Pack of 2),Godrej Protekt,Personal Care,Handwashes,2 x 300 ml,190.00,165.00,Twin soap dispenser tea tree handwash pack,https://www.bigbasket.com/media/uploads/p/l/40018330_1-godrej-protekt-masterblaster-bottle-pack-of-2.jpg
GCPL-PR-449,Godrej Protekt Masterchef Handwash Bottle (Pack of 2),Godrej Protekt,Personal Care,Handwashes,2 x 300 ml,198.00,170.00,Twin soap dispenser kitchen citrus handwash pack,https://www.bigbasket.com/media/uploads/p/l/40018331_1-godrej-protekt-masterchef-bottle-pack-of-2.jpg
GCPL-PR-450,Godrej Protekt Instant Sanitizer Gel 50ml (Pack of 5),Godrej Protekt,Personal Care,Sanitizers,5 x 50 ml,125.00,115.00,Family safety pack of 5 pocket gel sanitizers,https://www.bigbasket.com/media/uploads/p/l/40018332_1-godrej-protekt-sanitizer-50ml-pack-of-5.jpg
GCPL-PR-451,Godrej Protekt Instant Sanitizer Gel 100ml (Pack of 3),Godrej Protekt,Personal Care,Sanitizers,3 x 100 ml,150.00,132.00,Mid-size gel sanitizers triple pocket set,https://www.bigbasket.com/media/uploads/p/l/40018333_1-godrej-protekt-sanitizer-100ml-pack-of-3.jpg
GCPL-PR-452,Godrej Protekt Air & Surface Spray 240ml (Pack of 2),Godrej Protekt,Home Care,Disinfectant Sprays,2 x 240 ml,398.00,335.00,Double saving large surface disinfectant spray,https://www.bigbasket.com/media/uploads/p/l/40181119_1-godrej-protekt-disinfectant-spray-240ml-twin.jpg
GCPL-PR-453,Godrej Protekt Fruit & Veggie Wash Bottle,Godrej Protekt,Home Care,Disinfectant Sprays,500 ml,149.00,130.00,100% natural ingredient wash for safe toxic skin removal,https://www.bigbasket.com/media/uploads/p/l/40181120_1-godrej-protekt-fruit-veggie-wash.jpg
GCPL-PR-454,Godrej Protekt Fruit & Veggie Wash (Pack of 2),Godrej Protekt,Home Care,Disinfectant Sprays,2 x 500 ml,298.00,250.00,Twin bottle natural fruit cleaning fluid set,https://www.bigbasket.com/media/uploads/p/l/40181121_1-godrej-protekt-fruit-veggie-wash-twin.jpg
GCPL-PR-455,Godrej Protekt Mr. Magic Powder-To-Liquid Refill (Pack of 20),Godrej Protekt,Personal Care,Handwashes,20 x 9 g,300.00,240.00,Ultimate bulk sachet box containing 20 powder refills,https://www.bigbasket.com/media/uploads/p/l/40178351_1-godrej-protekt-mr-magic-handwash-refill-pack-of-20.jpg
GCPL-EZ-456,Godrej Ezee Liquid Detergent Winterwear Bottle,Godrej Ezee,Home Care,Liquid Detergents,500 g,105.00,98.00,Woolmark certified fabric soft cleaning fluid for winterwear with conditioner,https://www.bigbasket.com/media/uploads/p/l/259098_9-godrej-ezee-liquid-detergent-for-winterwear-500g.jpg
GCPL-EZ-457,Godrej Ezee Liquid Detergent Winterwear Bottle Large,Godrej Ezee,Home Care,Liquid Detergents,1 kg,190.00,175.00,Woolmark certified large active cleaning fluid,https://www.bigbasket.com/media/uploads/p/l/259099_9-godrej-ezee-liquid-detergent-for-winterwear.jpg
GCPL-EZ-458,Godrej Ezee Liquid Detergent Winterwear Bottle Jumbo,Godrej Ezee,Home Care,Liquid Detergents,2 kg,360.00,325.00,Woolmark certified extra-large active cleaning fluid,https://www.bigbasket.com/media/uploads/p/l/259100_9-godrej-ezee-liquid-detergent-for-winterwear-2kg.jpg
GCPL-EZ-459,Godrej Ezee Liquid Detergent Winterwear Can,Godrej Ezee,Home Care,Liquid Detergents,5 kg,850.00,749.00,Bulk storage winterwear active cleaning fluid can,https://www.bigbasket.com/media/uploads/p/l/259101_9-godrej-ezee-liquid-detergent-for-winterwear-5kg.jpg
GCPL-EZ-460,Godrej Ezee Liquid Detergent Refill Pouch,Godrej Ezee,Home Care,Liquid Detergents,500 g,95.00,88.00,Winterwear active liquid detergent pouch refill,https://www.bigbasket.com/media/uploads/p/l/259102_9-godrej-ezee-refill-500g.jpg
GCPL-EZ-461,Godrej Ezee Liquid Detergent Refill Pouch Large,Godrej Ezee,Home Care,Liquid Detergents,1 kg,175.00,160.00,Winterwear active liquid detergent large pouch refill,https://www.bigbasket.com/media/uploads/p/l/259103_9-godrej-ezee-refill-1kg.jpg
GCPL-EZ-462,Godrej Ezee Liquid Detergent Sachet,Godrej Ezee,Home Care,Liquid Detergents,50 g,10.00,10.00,Single wash winterwear active sachet pouch,https://www.bigbasket.com/media/uploads/p/l/259104_9-godrej-ezee-sachet-50g.jpg
GCPL-EZ-463,Godrej Ezee Liquid Detergent Sachet (Pack of 10),Godrej Ezee,Home Care,Liquid Detergents,10 x 50 g,100.00,90.00,Ten strip single wash winterwear active sachets,https://www.bigbasket.com/media/uploads/p/l/259105_9-godrej-ezee-sachet-pack-of-10.jpg
GCPL-EZ-464,Godrej Ezee Silk & Chiffon Liquid Detergent,Godrej Ezee,Home Care,Liquid Detergents,500 g,120.00,110.00,Delicate fabric pH-balanced premium cleaning detergent,https://www.bigbasket.com/media/uploads/p/l/40181212_1-godrej-ezee-silk-detergent.jpg
GCPL-EZ-465,Godrej Ezee Silk & Chiffon Liquid Detergent Large,Godrej Ezee,Home Care,Liquid Detergents,1 kg,220.00,199.00,Delicate fabric pH-balanced premium detergent bottle,https://www.bigbasket.com/media/uploads/p/l/40181213_1-godrej-ezee-silk-detergent-1kg.jpg
GCPL-EZ-466,Godrej Ezee Matic Liquid Detergent Front Load,Godrej Ezee,Home Care,Liquid Detergents,1 kg,210.00,190.00,Low suds high performance automatic machine liquid,https://www.bigbasket.com/media/uploads/p/l/40181214_1-godrej-ezee-matic-front-load.jpg
GCPL-EZ-467,Godrej Ezee Matic Liquid Detergent Top Load,Godrej Ezee,Home Care,Liquid Detergents,1 kg,199.00,180.00,High suds deep clean automatic machine liquid,https://www.bigbasket.com/media/uploads/p/l/40181215_1-godrej-ezee-matic-top-load.jpg
GCPL-EZ-468,Godrej Genteel Liquid Detergent Bottle,Genteel,Home Care,Liquid Detergents,1 kg,170.00,155.00,Premium multicloth liquid wash with built-in fabric conditioner,https://www.bigbasket.com/media/uploads/p/l/259106_9-godrej-genteel-liquid-detergent.jpg
GCPL-EZ-469,Godrej Genteel Liquid Detergent Bottle Jumbo,Genteel,Home Care,Liquid Detergents,2 kg,320.00,290.00,Premium multicloth liquid wash with built-in conditioner in large pack,https://www.bigbasket.com/media/uploads/p/l/259107_9-godrej-genteel-liquid-detergent-2kg.jpg
GCPL-EZ-470,Godrej Genteel Liquid Detergent Refill Pouch,Genteel,Home Care,Liquid Detergents,1 kg,155.00,140.00,Premium multicloth liquid wash pouch refill,https://www.bigbasket.com/media/uploads/p/l/259108_9-godrej-genteel-refill-1kg.jpg
GCPL-EZ-471,Godrej Ezee Winterwear Bottle (Pack of 2),Godrej Ezee,Home Care,Liquid Detergents,2 x 1 kg,380.00,340.00,Twin standard wool protection liquid wash bottle,https://www.bigbasket.com/media/uploads/p/l/259106_9-godrej-ezee-winter-twin.jpg
GCPL-EZ-472,Godrej Genteel Liquid Detergent (Pack of 2),Genteel,Home Care,Liquid Detergents,2 x 1 kg,340.00,299.00,Twin standard premium multicloth liquid wash set,https://www.bigbasket.com/media/uploads/p/l/259109_9-godrej-genteel-twin.jpg
GCPL-EZ-473,Godrej Ezee Winterwear Refill Pouch (Pack of 2),Godrej Ezee,Home Care,Liquid Detergents,2 x 1 kg,350.00,310.00,Twin saver pouch set for winterwear wash,https://www.bigbasket.com/media/uploads/p/l/259107_9-godrej-ezee-refill-twin.jpg
GCPL-EZ-474,Godrej Genteel Refill Pouch (Pack of 2),Genteel,Home Care,Liquid Detergents,2 x 1 kg,310.00,270.00,Twin saver pouch set for multicloth wash,https://www.bigbasket.com/media/uploads/p/l/259110_9-godrej-genteel-refill-twin.jpg
GCPL-EZ-475,Godrej Ezee Silk Care Liquid Detergent Pouch,Godrej Ezee,Home Care,Liquid Detergents,500 g,110.00,99.00,Delicate silk wash liquid pouch refill,https://www.bigbasket.com/media/uploads/p/l/40181216_1-godrej-ezee-silk-refill.jpg
GCPL-EZ-476,Godrej Ezee Silk Care Liquid Detergent (Pack of 2),Godrej Ezee,Home Care,Liquid Detergents,2 x 500 g,240.00,210.00,Twin delicate fabric silk wash bottle bundle,https://www.bigbasket.com/media/uploads/p/l/40181217_1-godrej-ezee-silk-twin-500g.jpg
GCPL-EZ-477,Godrej Ezee Matic Front Load Refill Pouch,Godrej Ezee,Home Care,Liquid Detergents,1 kg,195.00,175.00,Low suds front load detergent pouch refill,https://www.bigbasket.com/media/uploads/p/l/40181218_1-godrej-ezee-matic-front-refill.jpg
GCPL-EZ-478,Godrej Ezee Matic Top Load Refill Pouch,Godrej Ezee,Home Care,Liquid Detergents,1 kg,185.00,165.00,High suds top load detergent pouch refill,https://www.bigbasket.com/media/uploads/p/l/40181219_1-godrej-ezee-matic-top-refill.jpg
GCPL-EZ-479,Godrej Ezee Winterwear Bottle (Pack of 3),Godrej Ezee,Home Care,Liquid Detergents,3 x 1 kg,570.00,499.00,Triple value wool wash liquid bottle bundle,https://www.bigbasket.com/media/uploads/p/l/259108_9-godrej-ezee-winter-triple.jpg
GCPL-EZ-480,Godrej Genteel Liquid Detergent Bottle (Pack of 3),Genteel,Home Care,Liquid Detergents,3 x 1 kg,510.00,435.00,Triple value premium multicloth liquid wash bundle,https://www.bigbasket.com/media/uploads/p/l/259111_9-godrej-genteel-triple.jpg
GCPL-BB-481,BBlunt Intense Moisture Shampoo for Dry Hair,BBlunt,Hair Care,Shampoos,300 ml,399.00,340.00,Premium hydrating shampoo with jojoba and vitamin E for dry hair,https://www.bigbasket.com/media/uploads/p/l/40118364_1-bblunt-intense-moisture-shampoo.jpg
GCPL-BB-482,BBlunt Intense Moisture Conditioner,BBlunt,Hair Care,Conditioners,250 ml,399.00,340.00,Premium nourishing conditioner with active moisture lock,https://www.bigbasket.com/media/uploads/p/l/40118365_1-bblunt-intense-moisture-conditioner.jpg
GCPL-BB-483,BBlunt Repair Remedy Shampoo for Damaged Hair,BBlunt,Hair Care,Shampoos,300 ml,399.00,340.00,Keratin and argan oil infused hair structure repair shampoo,https://www.bigbasket.com/media/uploads/p/l/40118366_1-bblunt-repair-remedy-shampoo.jpg
GCPL-BB-484,BBlunt Repair Remedy Conditioner,BBlunt,Hair Care,Conditioners,250 ml,399.00,340.00,Keratin infused cuticle repair moisturizing conditioner,https://www.bigbasket.com/media/uploads/p/l/40118367_1-bblunt-repair-remedy-conditioner.jpg
GCPL-BB-485,BBlunt Curly Ever After Shampoo for Curly Hair,BBlunt,Hair Care,Shampoos,300 ml,449.00,380.00,Sulfate-free curl definition shampoo with coconut water,https://www.bigbasket.com/media/uploads/p/l/40118368_1-bblunt-curly-shampoo.jpg
GCPL-BB-486,BBlunt Curly Ever After Conditioner,BBlunt,Hair Care,Conditioners,250 ml,449.00,380.00,Sulfate-free curl hydrating conditioner with organic shea butter,https://www.bigbasket.com/media/uploads/p/l/40118369_1-bblunt-curly-conditioner.jpg
GCPL-BB-487,BBlunt Full Throttle Volume Shampoo,BBlunt,Hair Care,Shampoos,300 ml,399.00,340.00,Volumizing shampoo containing hydrolyzed wheat proteins,https://www.bigbasket.com/media/uploads/p/l/40118370_1-bblunt-volume-shampoo.jpg
GCPL-BB-488,BBlunt Born Again Shampoo for Hair Fall,BBlunt,Hair Care,Shampoos,300 ml,399.00,340.00,Anti-hairfall hair revitalizer shampoo with caffeine extracts,https://www.bigbasket.com/media/uploads/p/l/40118371_1-bblunt-born-again-shampoo.jpg
GCPL-BB-489,BBlunt Born Again Conditioner,BBlunt,Hair Care,Conditioners,250 ml,399.00,340.00,Anti-hairfall follicle strengthening conditioner with caffeine,https://www.bigbasket.com/media/uploads/p/l/40118372_1-bblunt-born-again-conditioner.jpg
GCPL-BB-490,BBlunt Salon Secret High Shine Hair Colour Black,BBlunt,Hair Care,Hair Colours,1 Unit,225.00,190.00,Luxury cream hair color featuring shine tonic silk complex,https://www.bigbasket.com/media/uploads/p/l/40118373_1-bblunt-salon-secret-black.jpg
GCPL-BB-491,BBlunt Salon Secret Hair Colour Coffee Natural Brown,BBlunt,Hair Care,Hair Colours,1 Unit,225.00,190.00,Luxury cream hair color in coffee natural brown shade,https://www.bigbasket.com/media/uploads/p/l/40118374_1-bblunt-salon-secret-coffee.jpg
GCPL-BB-492,BBlunt Salon Secret Hair Colour Chocolate Dark Brown,BBlunt,Hair Care,Hair Colours,1 Unit,225.00,190.00,Luxury cream hair color in chocolate dark brown shade,https://www.bigbasket.com/media/uploads/p/l/40118375_1-bblunt-salon-secret-chocolate.jpg
GCPL-BB-493,BBlunt Salon Secret Hair Colour Wine Burgundy,BBlunt,Hair Care,Hair Colours,1 Unit,225.00,190.00,Luxury cream hair color in deep wine burgundy shade,https://www.bigbasket.com/media/uploads/p/l/40118376_1-bblunt-salon-secret-burgundy.jpg
GCPL-BB-494,BBlunt Dry Shampoo Back To Life Classic,BBlunt,Hair Care,Styling Products,150 ml,499.00,420.00,Instant waterless hair refreshing spray with micro starch,https://www.bigbasket.com/media/uploads/p/l/40118377_1-bblunt-dry-shampoo.jpg
GCPL-BB-495,BBlunt Dry Shampoo Back To Life Classic Travel Mini,BBlunt,Hair Care,Styling Products,50 ml,249.00,210.00,Instant waterless hair refreshing spray in travel bottle,https://www.bigbasket.com/media/uploads/p/l/40118378_1-bblunt-dry-shampoo-travel.jpg
GCPL-BB-496,BBlunt Hair Mist for Heat Protection,BBlunt,Hair Care,Styling Products,150 ml,350.00,299.00,Active shielding spray designed for blow drying and heat stylers,https://www.bigbasket.com/media/uploads/p/l/40118379_1-bblunt-heat-mist.jpg
GCPL-BB-497,BBlunt Styling Gel High Hold,BBlunt,Hair Care,Styling Products,150 ml,299.00,250.00,Glossy finish extreme holding hair gel,https://www.bigbasket.com/media/uploads/p/l/40118380_1-bblunt-hair-gel.jpg
GCPL-BB-498,BBlunt Styling Wax Matte Finish,BBlunt,Hair Care,Styling Products,50 g,299.00,250.00,Natural look strong holding clay wax,https://www.bigbasket.com/media/uploads/p/l/40118381_1-bblunt-hair-wax.jpg
GCPL-BB-499,BBlunt Intense Moisture Hair Mask,BBlunt,Hair Care,Styling Products,200 g,499.00,420.00,Deep spa hydration hair treatment mask,https://www.bigbasket.com/media/uploads/p/l/40118382_1-bblunt-moisture-mask.jpg
GCPL-BB-500,BBlunt Repair Remedy Hair Mask,BBlunt,Hair Care,Styling Products,200 g,499.00,420.00,Deep damage structural repair keratin mask,https://www.bigbasket.com/media/uploads/p/l/40118383_1-bblunt-repair-mask.jpg
